current_run,Pedido,ordinal_entered,Cantidad Pedida,Distancia,Vehiculo Asignado,Usa Bomba,Inicio Carga,Inicio Viaje,Inicio Descarga,Inicio Vuelta,Llegada a Planta,Inicio Limpieza,Fin Limpieza,
383,18,6,12.8307,3.37169,Camion 15_2,0,0.201976,0.843161,0.978029,1.40572,1.54058,1.54058,1.79058,
383,10,3,9.53528,6.48096,Camion 11_2,0,0.517128,1.06845,1.32769,1.64553,1.90477,1.90477,2.15477,
383,6.1,7,6.15174,6.15587,Camion 8_3,0,0.973567,1.22357,1.4698,1.67486,1.92109,1.92109,2.40477,
383,7,2,9.45458,13.6596,Camion 11_1,1,0.000555556,0.517128,1.06351,1.37866,1.92505,1.92505,2.65477,
383,6.2,7,6.15174,6.15587,Camion 8_1,0,1.22357,1.42863,1.67486,1.87992,2.12615,2.12615,2.90477,
383,4,18,7.00448,5.3397,Camion 8_2,1,0.415473,1.92505,2.13864,2.37212,2.58571,2.58571,3.15477,
383,8,4,8.16591,2.4881,Camion 11_2,0,2.15477,2.42697,2.52649,2.79869,2.89822,2.89822,3.40477,
383,5,11,13.3612,11.4074,Camion 15_1,0,1.47357,1.91894,2.37524,2.82061,3.27691,3.27691,3.65477,
383,3.1,10,7.24032,2.82087,Camion 8_3,0,2.40477,2.90477,3.01761,3.25895,3.37179,3.37179,3.90477,
383,3.2,10,7.24032,2.82087,Camion 8_1,0,2.90477,3.14612,3.25895,3.5003,3.61313,3.61313,4.15477,
383,15,12,12.7284,9.81021,Camion 15_2,1,1.79058,2.58571,2.97811,3.4024,3.7948,3.7948,4.40477,
383,17,5,10.9767,9.99949,Camion 11_1,0,2.65477,3.02066,3.42064,3.78653,4.18651,4.18651,4.65477,
383,12.1,13,5.55762,5.65274,Camion 8_2,0,3.37179,3.90477,4.13088,4.31614,4.54225,4.54225,4.90477,
383,12.2,13,5.55762,5.65274,Camion 8_3,0,3.90477,4.09003,4.31614,4.50139,4.7275,4.7275,5.15477,
383,2,9,9.00354,11.0529,Camion 11_2,0,3.40477,3.70489,4.14701,4.44713,4.88924,4.88924,5.40477,
383,11,14,14.384,4.45836,Camion 15_1,0,3.65477,4.13424,4.31257,4.79204,4.97037,4.97037,5.65477,
383,13,17,9.91048,7.67269,Camion 11_1,0,4.65477,5.06411,5.37102,5.70137,6.00827,6.00827,6.25827,
383,1,16,12.2097,12.3707,Camion 15_2,0,4.40477,4.81176,5.30659,5.71358,6.20841,6.20841,6.50827,
383,14.1,15,5.7454,13.9269,Camion 8_1,0,4.54225,4.90477,5.46185,5.65336,6.21044,6.21044,6.75827,
383,14.2,15,5.7454,13.9269,Camion 8_2,0,4.90477,5.09629,5.65336,5.84487,6.40195,6.40195,7.00827,
384,16,5,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
384,9,3,12.4475,2.55486,Camion 15_1,0,0.000555556,0.415473,0.517667,0.932585,1.03478,1.03478,1.47357,
384,8,2,8.16591,2.4881,Camion 11_2,0,0.517128,1.02281,1.12233,1.39453,1.49405,1.49405,1.74405,
384,3,4,14.4806,2.82087,Camion 15_2,0,0.201976,0.898161,1.011,1.49368,1.60652,1.60652,1.99405,
384,6.1,8,6.15174,6.15587,Camion 8_3,0,0.973567,1.22357,1.4698,1.67486,1.92109,1.92109,2.24405,
384,7,1,9.45458,13.6596,Camion 11_1,1,0.000555556,0.517128,1.06351,1.37866,1.92505,1.92505,2.49405,
384,6.2,8,6.15174,6.15587,Camion 8_1,0,1.22357,1.42863,1.67486,1.87992,2.12615,2.12615,2.74405,
384,4,9,7.00448,5.3397,Camion 8_2,1,0.415473,1.92505,2.13864,2.37212,2.58571,2.58571,2.99405,
384,10,6,9.53528,6.48096,Camion 11_2,0,1.74405,2.0619,2.32113,2.63898,2.89822,2.89822,3.24405,
384,11,13,14.384,4.45836,Camion 15_2,0,1.99405,2.47352,2.65185,3.13132,3.30965,3.30965,3.55965,
384,14,11,11.4908,13.9269,Camion 15_1,0,1.47357,1.85659,2.41367,2.79669,3.35377,3.35377,3.80965,
384,1.1,10,6.10487,12.3707,Camion 8_3,0,2.24405,2.74405,3.23888,3.44238,3.9372,3.9372,4.1872,
384,2,7,9.00354,11.0529,Camion 11_1,0,2.49405,2.79417,3.23629,3.53641,3.97852,3.97852,4.4372,
384,1.2,10,6.10487,12.3707,Camion 8_1,0,2.74405,2.94755,3.44238,3.64587,4.1407,4.1407,4.6872,
384,17,12,10.9767,9.99949,Camion 11_2,0,3.24405,3.60994,4.00992,4.37581,4.77579,4.77579,5.02579,
384,12.1,15,5.55762,5.65274,Camion 8_2,0,3.98393,4.1872,4.41331,4.59857,4.82468,4.82468,5.27579,
384,18,17,12.8307,3.37169,Camion 15_1,0,3.80965,4.23734,4.37221,4.7999,4.93476,4.93476,5.52579,
384,12.2,15,5.55762,5.65274,Camion 8_3,0,4.1872,4.37246,4.59857,4.78382,5.00993,5.00993,5.77579,
384,15,16,12.7284,9.81021,Camion 15_2,1,3.55965,3.98393,4.37634,4.80062,5.19303,5.19303,6.02579,
384,13,14,9.91048,7.67269,Camion 11_1,0,4.4372,4.76755,5.07446,5.40481,5.71172,5.71172,6.27579,
384,5.1,18,6.68062,11.4074,Camion 8_1,0,4.82468,5.04736,5.50366,5.72635,6.18264,6.18264,6.52579,
384,5.2,18,6.68062,11.4074,Camion 11_2,0,5.04736,5.27005,5.72635,5.94903,6.40533,6.40533,6.77579,
385,4,6,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
385,18,1,12.8307,3.37169,Camion 15_1,0,0.000555556,0.428244,0.563111,0.9908,1.12567,1.12567,1.3947,
385,16,13,6.0426,7.12715,Camion 8_2,0,0.428244,0.735576,1.02066,1.22208,1.50717,1.50717,1.75717,
385,2,3,9.00354,11.0529,Camion 11_1,0,0.000555556,0.534156,0.976274,1.27639,1.71851,1.71851,2.00717,
385,12.1,4,5.55762,5.65274,Camion 8_3,0,0.894697,1.1447,1.37081,1.55606,1.78217,1.78217,2.25717,
385,10,5,9.53528,6.48096,Camion 11_2,0,0.534156,1.05342,1.31266,1.6305,1.88974,1.88974,2.50717,
385,12.2,4,5.55762,5.65274,Camion 8_1,0,1.1447,1.32995,1.55606,1.74132,1.96743,1.96743,2.75717,
385,15,2,12.7284,9.81021,Camion 15_2,1,0.234038,0.894697,1.28711,1.71139,2.1038,2.1038,3.00717,
385,3,9,14.4806,2.82087,Camion 15_1,0,1.3947,1.87739,1.99022,2.47291,2.58574,2.58574,3.25717,
385,9.1,7,6.22376,2.55486,Camion 8_2,0,1.78217,2.25717,2.35936,2.56682,2.66902,2.66902,3.50717,
385,9.2,7,6.22376,2.55486,Camion 8_3,0,2.25717,2.46463,2.56682,2.77428,2.87647,2.87647,3.75717,
385,13,8,9.91048,7.67269,Camion 11_1,0,2.00717,2.33752,2.64443,2.97477,3.28168,3.28168,4.00717,
385,11.1,11,7.19198,4.45836,Camion 8_1,0,2.75717,3.50717,3.6855,3.92524,4.10357,4.10357,4.35357,
385,7,10,9.45458,13.6596,Camion 11_2,1,2.50717,2.82232,3.3687,3.68386,4.23024,4.23024,4.60357,
385,11.2,11,7.19198,4.45836,Camion 8_2,0,3.50717,3.7469,3.92524,4.16497,4.3433,4.3433,4.85357,
385,14,15,11.4908,13.9269,Camion 15_2,0,3.00717,3.39019,3.94727,4.3303,4.88737,4.88737,5.13737,
385,6.1,17,6.15174,6.15587,Camion 8_3,0,4.10357,4.35357,4.5998,4.80486,5.0511,5.0511,5.38737,
385,5,16,13.3612,11.4074,Camion 15_1,0,3.25717,3.70254,4.15884,4.60421,5.06051,5.06051,5.63737,
385,6.2,17,6.15174,6.15587,Camion 8_1,0,4.35357,4.55863,4.80486,5.00992,5.25615,5.25615,5.88737,
385,8,14,8.16591,2.4881,Camion 11_2,0,4.60357,4.87577,4.97529,5.24749,5.34701,5.34701,6.13737,
385,17,12,10.9767,9.99949,Camion 11_1,0,4.00717,4.37306,4.77304,5.13893,5.53891,5.53891,6.38737,
385,1.1,18,6.10487,12.3707,Camion 8_2,0,5.0511,5.38737,5.8822,6.08569,6.58052,6.58052,6.83052,
385,1.2,18,6.10487,12.3707,Camion 8_3,0,5.38737,5.59087,6.08569,6.28919,6.78402,6.78402,7.08052,
386,16,1,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
386,4,8,7.00448,5.3397,Camion 8_2,1,0.44593,0.765808,0.979396,1.21288,1.42647,1.42647,1.67647,
386,13,5,9.91048,7.67269,Camion 11_1,0,0.000555556,0.532325,0.839233,1.16958,1.47649,1.47649,1.92647,
386,5,2,13.3612,11.4074,Camion 15_1,0,0.000555556,0.44593,0.902226,1.3476,1.8039,1.8039,2.17647,
386,6.1,4,6.15174,6.15587,Camion 8_3,0,0.973567,1.22357,1.4698,1.67486,1.92109,1.92109,2.42647,
386,6.2,4,6.15174,6.15587,Camion 8_1,0,1.22357,1.42863,1.67486,1.87992,2.12615,2.12615,2.67647,
386,17,6,10.9767,9.99949,Camion 11_2,0,0.532325,1.1317,1.53168,1.89757,2.29755,2.29755,2.92647,
386,15,3,12.7284,9.81021,Camion 15_2,1,0.201976,1.42647,1.81888,2.24316,2.63557,2.63557,3.17647,
386,8,7,8.16591,2.4881,Camion 11_1,0,1.92647,2.19866,2.29819,2.57039,2.66991,2.66991,3.42647,
386,3.1,10,7.24032,2.82087,Camion 8_2,0,1.92109,2.42647,2.5393,2.78065,2.89348,2.89348,3.67647,
386,3.2,10,7.24032,2.82087,Camion 8_3,0,2.42647,2.66781,2.78065,3.02199,3.13482,3.13482,3.92647,
386,9,11,12.4475,2.55486,Camion 15_1,0,2.17647,2.59138,2.69358,3.1085,3.21069,3.21069,4.17647,
386,2,9,9.00354,11.0529,Camion 11_2,0,2.92647,3.22658,3.6687,3.96882,4.41094,4.41094,4.66094,
386,11,13,14.384,4.45836,Camion 15_2,0,3.17647,3.65593,3.83427,4.31373,4.49207,4.49207,4.91094,
386,10,15,9.53528,6.48096,Camion 11_1,0,3.42647,3.74431,4.00355,4.32139,4.58063,4.58063,5.16094,
386,14.1,12,5.7454,13.9269,Camion 8_1,0,2.89348,3.67647,4.23354,4.42505,4.98213,4.98213,5.41094,
386,14.2,12,5.7454,13.9269,Camion 8_2,0,3.67647,3.86798,4.42505,4.61657,5.17364,5.17364,5.66094,
386,18,16,12.8307,3.37169,Camion 15_1,0,4.17647,4.60416,4.73902,5.16671,5.30158,5.30158,5.91094,
386,12,18,11.1152,5.65274,Camion 15_2,0,4.91094,5.28145,5.50756,5.87806,6.10417,6.10417,6.35417,
386,1.1,14,6.10487,12.3707,Camion 8_3,0,4.98213,5.18562,5.68045,5.88395,6.37877,6.37877,6.62877,
386,7,17,9.45458,13.6596,Camion 11_2,1,4.66094,4.97609,5.52247,5.83763,6.38401,6.38401,6.87877,
386,1.2,14,6.10487,12.3707,Camion 11_1,0,5.18562,5.38912,5.88395,6.08744,6.58227,6.58227,7.12877,
387,4,3,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
387,12,1,11.1152,5.65274,Camion 15_1,0,0.000555556,0.371064,0.597173,0.967682,1.19379,1.19379,1.44379,
387,9,2,12.4475,2.55486,Camion 15_2,0,0.234038,0.785981,0.888175,1.30309,1.40529,1.40529,1.69379,
387,16,18,6.0426,7.12715,Camion 8_2,0,0.371064,0.735576,1.02066,1.22208,1.50717,1.50717,1.94379,
387,2,6,9.00354,11.0529,Camion 11_1,0,0.000555556,0.534156,0.976274,1.27639,1.71851,1.71851,2.19379,
387,10,7,9.53528,6.48096,Camion 11_2,0,0.534156,1.05342,1.31266,1.6305,1.88974,1.88974,2.44379,
387,15.1,4,6.36422,9.81021,Camion 8_3,0,0.894697,1.1447,1.53711,1.74925,2.14165,2.14165,2.69379,
387,15.2,4,6.36422,9.81021,Camion 8_1,1,1.1447,1.35684,1.74925,1.96139,2.3538,2.3538,2.94379,
387,6,9,12.3035,6.15587,Camion 15_1,0,1.44379,1.85391,2.10014,2.51026,2.75649,2.75649,3.19379,
387,18,12,12.8307,3.37169,Camion 15_2,0,1.69379,2.12148,2.25635,2.68404,2.8189,2.8189,3.44379,
387,17,8,10.9767,9.99949,Camion 11_1,0,2.19379,2.55968,2.95966,3.32555,3.72553,3.72553,3.97553,
387,5.1,5,6.68062,11.4074,Camion 8_2,0,2.14165,2.69379,3.15009,3.37277,3.82907,3.82907,4.22553,
387,5.2,5,6.68062,11.4074,Camion 8_3,0,2.69379,2.91648,3.37277,3.59546,4.05176,4.05176,4.47553,
387,7,10,9.45458,13.6596,Camion 11_2,1,2.44379,2.75894,3.30533,3.62048,4.16686,4.16686,4.72553,
387,11,15,14.384,4.45836,Camion 15_1,0,3.19379,3.67326,3.85159,4.33106,4.50939,4.50939,4.97553,
387,8,11,8.16591,2.4881,Camion 11_1,0,3.97553,4.24773,4.34725,4.61945,4.71897,4.71897,5.22553,
387,14,16,11.4908,13.9269,Camion 15_2,0,3.44379,3.82682,4.38389,4.76692,5.32399,5.32399,5.57399,
387,1.1,13,6.10487,12.3707,Camion 8_1,0,3.82907,4.22553,4.72036,4.92385,5.41868,5.41868,5.82399,
387,1.2,13,6.10487,12.3707,Camion 8_2,0,4.22553,4.42903,4.92385,5.12735,5.62218,5.62218,6.07399,
387,13,14,9.91048,7.67269,Camion 11_2,0,4.72553,5.05588,5.36279,5.69314,6.00005,6.00005,6.32399,
387,3.1,17,7.24032,2.82087,Camion 8_3,0,5.41868,5.66003,5.77286,6.0142,6.12704,6.12704,6.57399,
387,3.2,17,7.24032,2.82087,Camion 11_1,0,5.66003,5.90137,6.0142,6.25555,6.36838,6.36838,6.82399,
388,16,2,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
388,9,1,12.4475,2.55486,Camion 15_1,0,0.000555556,0.415473,0.517667,0.932585,1.03478,1.03478,1.47357,
388,4,3,7.00448,5.3397,Camion 8_2,1,0.415473,0.801349,1.01494,1.24842,1.46201,1.46201,1.72357,
388,17,4,10.9767,9.99949,Camion 11_1,0,0.000555556,0.567866,0.967846,1.33374,1.73372,1.73372,1.98372,
388,1,6,12.2097,12.3707,Camion 15_2,0,0.201976,0.822464,1.31729,1.72428,2.21911,2.21911,2.46911,
388,8,8,8.16591,2.4881,Camion 11_1,0,1.98372,2.25591,2.35544,2.62763,2.72716,2.72716,2.97716,
388,11,9,14.384,4.45836,Camion 15_1,0,1.47357,1.95303,2.13137,2.61083,2.78917,2.78917,3.22716,
388,7,5,9.45458,13.6596,Camion 11_2,1,0.567866,1.46201,2.00839,2.32354,2.86993,2.86993,3.47716,
388,15.1,7,6.36422,9.81021,Camion 8_3,0,0.973567,2.86993,3.26234,3.47448,3.86688,3.86688,4.11688,
388,15.2,7,6.36422,9.81021,Camion 8_1,1,1.22357,3.08207,3.47448,3.68662,4.07903,4.07903,4.36688,
388,13,10,9.91048,7.67269,Camion 11_1,0,2.97716,3.30751,3.61442,3.94477,4.25167,4.25167,4.61688,
388,14,12,11.4908,13.9269,Camion 15_2,0,2.46911,2.85214,3.40921,3.79224,4.34931,4.34931,4.86688,
388,3,14,14.4806,2.82087,Camion 15_1,0,3.22716,3.70985,3.82268,4.30537,4.4182,4.4182,5.11688,
388,10,11,9.53528,6.48096,Camion 11_2,0,3.47716,3.795,4.05424,4.37208,4.63132,4.63132,5.36688,
388,6.1,13,6.15174,6.15587,Camion 8_2,0,3.86688,4.11688,4.36312,4.56818,4.81441,4.81441,5.61688,
388,6.2,13,6.15174,6.15587,Camion 8_3,0,4.11688,4.32194,4.56818,4.77323,5.01947,5.01947,5.86688,
388,18.1,15,6.41533,3.37169,Camion 8_1,0,4.81441,5.36688,5.50175,5.7156,5.85046,5.85046,6.11688,
388,18.2,15,6.41533,3.37169,Camion 11_2,0,5.36688,5.58073,5.7156,5.92944,6.06431,6.06431,6.36688,
388,2,16,9.00354,11.0529,Camion 11_1,0,4.61688,4.917,5.35912,5.65924,6.10136,6.10136,6.61688,
388,12,18,11.1152,5.65274,Camion 15_1,0,5.11688,5.48739,5.7135,6.08401,6.31012,6.31012,6.86688,
388,5,17,13.3612,11.4074,Camion 15_2,0,4.86688,5.36238,5.81867,6.26405,6.72034,6.72034,7.11688,
389,16,2,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
389,18,4,12.8307,3.37169,Camion 15_1,0,0.000555556,0.428244,0.563111,0.9908,1.12567,1.12567,1.47357,
389,4,18,7.00448,5.3397,Camion 8_2,1,0.428244,0.765808,0.979396,1.21288,1.42647,1.42647,1.72357,
389,13,1,9.91048,7.67269,Camion 11_1,0,0.000555556,0.532325,0.839233,1.16958,1.47649,1.47649,1.97357,
389,10,3,9.53528,6.48096,Camion 11_2,0,0.532325,1.08365,1.34289,1.66073,1.91997,1.91997,2.22357,
389,5,5,13.3612,11.4074,Camion 15_2,0,0.201976,0.873619,1.32991,1.77529,2.23159,2.23159,2.48159,
389,1.1,6,6.10487,12.3707,Camion 8_3,0,0.973567,1.22357,1.71839,1.92189,2.41672,2.41672,2.73159,
389,1.2,6,6.10487,12.3707,Camion 8_1,0,1.22357,1.42706,1.92189,2.12539,2.62021,2.62021,2.98159,
389,11,8,14.384,4.45836,Camion 15_1,0,1.47357,1.95303,2.13137,2.61083,2.78917,2.78917,3.23159,
389,8,12,8.16591,2.4881,Camion 11_2,0,2.22357,2.49576,2.59529,2.86749,2.96701,2.96701,3.48159,
389,9.1,7,6.22376,2.55486,Camion 8_2,0,2.41672,2.73159,2.83378,3.04124,3.14343,3.14343,3.73159,
389,9.2,7,6.22376,2.55486,Camion 8_3,0,2.73159,2.93904,3.04124,3.2487,3.35089,3.35089,3.98159,
389,17,10,10.9767,9.99949,Camion 11_1,0,1.97357,2.33946,2.73944,3.10533,3.50531,3.50531,4.23159,
389,15,9,12.7284,9.81021,Camion 15_2,1,2.48159,2.92005,3.31245,3.73674,4.12914,4.12914,4.48159,
389,12,13,11.1152,5.65274,Camion 15_1,0,3.23159,3.60209,3.8282,4.19871,4.42482,4.42482,4.73159,
389,2,15,9.00354,11.0529,Camion 11_2,0,3.48159,3.7817,4.22382,4.52394,4.96606,4.96606,5.21606,
389,14.1,11,5.7454,13.9269,Camion 8_1,0,3.14343,3.73159,4.28866,4.48017,5.03725,5.03725,5.46606,
389,14.2,11,5.7454,13.9269,Camion 8_2,0,3.73159,3.9231,4.48017,4.67169,5.22876,5.22876,5.71606,
389,3,17,14.4806,2.82087,Camion 15_2,0,4.48159,4.96427,5.07711,5.5598,5.67263,5.67263,5.96606,
389,6.1,14,6.15174,6.15587,Camion 8_3,0,5.03725,5.24231,5.48854,5.6936,5.93983,5.93983,6.21606,
389,7,16,9.45458,13.6596,Camion 11_1,1,4.23159,4.54674,5.09312,5.40827,5.95466,5.95466,6.46606,
389,6.2,14,6.15174,6.15587,Camion 11_2,0,5.24231,5.44736,5.6936,5.89866,6.14489,6.14489,6.71606,
390,16,4,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
390,12,1,11.1152,5.65274,Camion 15_1,0,0.000555556,0.371064,0.597173,0.967682,1.19379,1.19379,1.47357,
390,4,8,7.00448,5.3397,Camion 8_2,1,0.371064,0.765808,0.979396,1.21288,1.42647,1.42647,1.72357,
390,13,2,9.91048,7.67269,Camion 11_1,0,0.000555556,0.532325,0.839233,1.16958,1.47649,1.47649,1.97357,
390,11,3,14.384,4.45836,Camion 15_2,0,0.201976,0.850529,1.02886,1.50833,1.68666,1.68666,2.22357,
390,14.1,5,5.7454,13.9269,Camion 8_3,0,0.973567,1.22357,1.78064,1.97216,2.52923,2.52923,2.77923,
390,3,7,14.4806,2.82087,Camion 15_1,0,1.47357,1.95626,2.06909,2.55178,2.66461,2.66461,3.02923,
390,14.2,5,5.7454,13.9269,Camion 8_1,0,1.22357,1.41508,1.97216,2.16367,2.72074,2.72074,3.27923,
390,7,9,9.45458,13.6596,Camion 11_2,1,0.532325,1.42647,1.97285,2.288,2.83439,2.83439,3.52923,
390,18.1,6,6.41533,3.37169,Camion 8_2,0,2.52923,2.77923,2.9141,3.12794,3.26281,3.26281,3.77923,
390,2,11,9.00354,11.0529,Camion 11_1,0,1.97357,2.27369,2.7158,3.01592,3.45804,3.45804,4.02923,
390,18.2,6,6.41533,3.37169,Camion 8_3,0,2.77923,2.99307,3.12794,3.34179,3.47665,3.47665,4.27923,
390,1,10,12.2097,12.3707,Camion 15_2,0,2.22357,2.63056,3.12539,3.53238,4.0272,4.0272,4.52923,
390,8,12,8.16591,2.4881,Camion 11_2,0,3.52923,3.80143,3.90095,4.17315,4.27267,4.27267,4.77923,
390,6,16,12.3035,6.15587,Camion 15_1,0,3.02923,3.43935,3.68558,4.0957,4.34193,4.34193,5.02923,
390,15.1,14,6.36422,9.81021,Camion 8_1,0,3.27923,3.77923,4.17164,4.38378,4.77619,4.77619,5.27923,
390,15.2,14,6.36422,9.81021,Camion 8_2,1,3.77923,3.99137,4.38378,4.59592,4.98833,4.98833,5.52923,
390,10,13,9.53528,6.48096,Camion 11_1,0,4.02923,4.34707,4.60631,4.92415,5.18339,5.18339,5.77923,
390,9.1,17,6.22376,2.55486,Camion 8_3,0,4.77619,5.27923,5.38142,5.58888,5.69108,5.69108,6.02923,
390,9.2,17,6.22376,2.55486,Camion 8_1,0,5.27923,5.48669,5.58888,5.79634,5.89854,5.89854,6.27923,
390,5,18,13.3612,11.4074,Camion 15_2,0,4.52923,4.9746,5.4309,5.87627,6.33257,6.33257,6.58257,
390,17,15,10.9767,9.99949,Camion 11_2,0,4.77923,5.3405,5.74047,6.10637,6.50635,6.50635,6.83257,
391,16,6,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
391,10,1,9.53528,6.48096,Camion 11_1,0,0.000555556,0.519818,0.779056,1.0969,1.35614,1.35614,1.60614,
391,15,2,12.7284,9.81021,Camion 15_1,1,0.000555556,0.424837,0.817245,1.24153,1.63394,1.63394,1.88394,
391,6,4,12.3035,6.15587,Camion 15_2,0,0.201976,0.834953,1.08119,1.4913,1.73754,1.73754,2.13394,
391,17,3,10.9767,9.99949,Camion 11_2,0,0.519818,1.11919,1.51917,1.88506,2.28504,2.28504,2.53504,
391,4,13,7.00448,5.3397,Camion 8_2,1,0.424837,1.63394,1.84752,2.08101,2.29459,2.29459,2.78504,
391,1.1,5,6.10487,12.3707,Camion 8_3,0,0.973567,1.22357,1.71839,1.92189,2.41672,2.41672,3.03504,
391,1.2,5,6.10487,12.3707,Camion 8_1,0,1.22357,1.42706,1.92189,2.12539,2.62021,2.62021,3.28504,
391,12,10,11.1152,5.65274,Camion 15_1,0,1.88394,2.25444,2.48055,2.85106,3.07717,3.07717,3.53504,
391,7,7,9.45458,13.6596,Camion 11_1,1,1.60614,2.29459,2.84098,3.15613,3.70251,3.70251,3.95251,
391,13,9,9.91048,7.67269,Camion 11_2,0,2.53504,2.86539,3.1723,3.50265,3.80956,3.80956,4.20251,
391,5,14,13.3612,11.4074,Camion 15_2,0,2.13394,2.57931,3.03561,3.48098,3.93728,3.93728,4.45251,
391,14.1,8,5.7454,13.9269,Camion 8_2,0,2.78504,3.03504,3.59212,3.78363,4.3407,4.3407,4.70251,
391,14.2,8,5.7454,13.9269,Camion 8_3,0,3.03504,3.22655,3.78363,3.97514,4.53222,4.53222,4.95251,
391,18,16,12.8307,3.37169,Camion 15_1,0,3.53504,3.96273,4.0976,4.52529,4.66015,4.66015,5.20251,
391,8,12,8.16591,2.4881,Camion 11_2,0,4.20251,4.47471,4.57423,4.84643,4.94596,4.94596,5.45251,
391,3.1,15,7.24032,2.82087,Camion 8_1,0,4.3407,4.70251,4.81535,5.05669,5.16953,5.16953,5.70251,
391,3.2,15,7.24032,2.82087,Camion 8_2,0,4.70251,4.94386,5.05669,5.29804,5.41087,5.41087,5.95251,
391,2,11,9.00354,11.0529,Camion 11_1,0,3.95251,4.25263,4.69475,4.99487,5.43698,5.43698,6.20251,
391,9,17,12.4475,2.55486,Camion 15_2,0,4.45251,4.88963,4.99182,5.40674,5.50893,5.50893,6.45251,
391,11.1,18,7.19198,4.45836,Camion 8_3,0,4.95251,5.45251,5.63085,5.87058,6.04891,6.04891,6.70251,
391,11.2,18,7.19198,4.45836,Camion 11_2,0,5.45251,5.69225,5.87058,6.11031,6.28865,6.28865,6.95251,
392,4,9,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
392,12,1,11.1152,5.65274,Camion 15_1,0,0.000555556,0.371064,0.597173,0.967682,1.19379,1.19379,1.44379,
392,16,13,6.0426,7.12715,Camion 8_2,0,0.371064,0.735576,1.02066,1.22208,1.50717,1.50717,1.75717,
392,18.1,4,6.41533,3.37169,Camion 8_3,0,0.894697,1.1447,1.27956,1.49341,1.62828,1.62828,2.00717,
392,2,2,9.00354,11.0529,Camion 11_1,0,0.000555556,0.534156,0.976274,1.27639,1.71851,1.71851,2.25717,
392,18.2,4,6.41533,3.37169,Camion 8_1,0,1.1447,1.35854,1.49341,1.70725,1.84212,1.84212,2.50717,
392,10,6,9.53528,6.48096,Camion 11_2,0,0.534156,1.05342,1.31266,1.6305,1.88974,1.88974,2.75717,
392,15,3,12.7284,9.81021,Camion 15_2,1,0.234038,0.894697,1.28711,1.71139,2.1038,2.1038,3.00717,
392,6,7,12.3035,6.15587,Camion 15_1,0,1.44379,1.85391,2.10014,2.51026,2.75649,2.75649,3.25717,
392,14.1,5,5.7454,13.9269,Camion 8_2,0,1.75717,2.00717,2.56424,2.75576,3.31283,3.31283,3.56283,
392,14.2,5,5.7454,13.9269,Camion 8_3,0,2.00717,2.19868,2.75576,2.94727,3.50434,3.50434,3.81283,
392,7,12,9.45458,13.6596,Camion 11_1,1,2.25717,2.57232,3.1187,3.43386,3.98024,3.98024,4.23024,
392,13,14,9.91048,7.67269,Camion 11_2,0,2.75717,3.08752,3.39443,3.72477,4.03168,4.03168,4.48024,
392,9,10,12.4475,2.55486,Camion 15_2,0,3.00717,3.42209,3.52428,3.9392,4.04139,4.04139,4.73024,
392,3,11,14.4806,2.82087,Camion 15_1,0,3.25717,3.73986,3.85269,4.33538,4.44821,4.44821,4.98024,
392,1.1,8,6.10487,12.3707,Camion 8_1,0,3.42209,3.62558,4.12041,4.3239,4.81873,4.81873,5.23024,
392,1.2,8,6.10487,12.3707,Camion 8_2,0,3.62558,3.82908,4.3239,4.5274,5.02223,5.02223,5.48024,
392,8,18,8.16591,2.4881,Camion 11_2,0,4.48024,4.75244,4.85196,5.12416,5.22368,5.22368,5.73024,
392,17,17,10.9767,9.99949,Camion 11_1,0,4.23024,4.59613,4.99611,5.362,5.76198,5.76198,6.01198,
392,11.1,15,7.19198,4.45836,Camion 8_3,0,4.81873,5.23024,5.40857,5.64831,5.82664,5.82664,6.26198,
392,11.2,15,7.19198,4.45836,Camion 8_1,0,5.23024,5.46997,5.64831,5.88804,6.06637,6.06637,6.51198,
392,5,16,13.3612,11.4074,Camion 15_2,0,4.73024,5.17561,5.63191,6.07728,6.53358,6.53358,6.78358,
393,16,6,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
393,6,1,12.3035,6.15587,Camion 15_1,0,0.000555556,0.410671,0.656906,1.06702,1.31326,1.31326,1.56326,
393,10,5,9.53528,6.48096,Camion 11_1,0,0.000555556,0.519818,0.779056,1.0969,1.35614,1.35614,1.81326,
